Date,Price,Open,High,Low,Vol.,Change %
1/12/2024,"27,150.00","27,700.00","27,700.00","27,050.00",28.63M,-1.27%
1/11/2024,"27,500.00","27,450.00","27,650.00","27,400.00",15.26M,0.55%
1/10/2024,"27,350.00","27,700.00","27,750.00","27,250.00",32.64M,-1.26%
1/9/2024,"27,700.00","27,900.00","27,950.00","27,500.00",28.62M,-0.54%
1/8/2024,"27,850.00","27,950.00","28,250.00","27,850.00",31.24M,0.18%
1/5/2024,"27,800.00","27,750.00","27,900.00","27,550.00",17.33M,0.18%
1/4/2024,"27,750.00","27,800.00","28,100.00","27,700.00",38.54M,-0.18%
1/3/2024,"27,800.00","27,400.00","27,800.00","27,400.00",18.58M,1.28%
1/2/2024,"27,450.00","28,100.00","28,150.00","27,450.00",22.19M,-1.79%
12/29/2023,"27,950.00","27,950.00","28,100.00","27,800.00",20.47M,0.00%
12/28/2023,"27,950.00","27,750.00","28,200.00","27,650.00",31.31M,0.72%
12/27/2023,"27,750.00","27,850.00","28,000.00","27,750.00",19.85M,-0.18%
12/26/2023,"27,800.00","27,400.00","27,900.00","27,400.00",33.74M,1.28%
12/25/2023,"27,450.00","27,150.00","27,600.00","27,150.00",20.41M,1.48%
12/22/2023,"27,050.00","27,200.00","27,350.00","27,050.00",17.43M,-0.55%
12/21/2023,"27,200.00","27,100.00","27,300.00","26,950.00",14.31M,0.00%
12/20/2023,"27,200.00","27,200.00","27,350.00","27,100.00",17.66M,0.00%
12/19/2023,"27,200.00","26,600.00","27,200.00","26,550.00",20.50M,2.26%
12/18/2023,"26,600.00","26,900.00","27,000.00","26,600.00",14.88M,-0.75%
12/15/2023,"26,800.00","27,100.00","27,200.00","26,750.00",34.69M,-0.92%
12/14/2023,"27,050.00","27,550.00","27,550.00","27,050.00",31.78M,-1.10%
12/13/2023,"27,350.00","28,100.00","28,200.00","27,300.00",33.35M,-2.15%
12/12/2023,"27,950.00","27,500.00","28,200.00","27,500.00",31.68M,1.64%
12/11/2023,"27,500.00","27,700.00","27,800.00","27,300.00",17.85M,-0.72%
12/8/2023,"27,700.00","27,800.00","28,250.00","27,500.00",52.78M,0.36%
12/7/2023,"27,600.00","27,650.00","27,900.00","26,950.00",49.43M,0.00%
12/6/2023,"27,600.00","27,250.00","27,600.00","27,200.00",18.65M,1.28%
12/5/2023,"27,250.00","27,500.00","27,550.00","27,150.00",22.51M,-0.91%
12/4/2023,"27,500.00","27,200.00","27,750.00","27,050.00",42.34M,2.23%
12/1/2023,"26,900.00","26,800.00","27,100.00","26,450.00",15.40M,1.32%
11/30/2023,"26,550.00","27,100.00","27,200.00","26,550.00",21.21M,-1.67%
11/29/2023,"27,000.00","26,700.00","27,100.00","26,650.00",22.50M,1.12%
11/28/2023,"26,700.00","26,400.00","26,700.00","26,050.00",18.86M,1.52%
11/27/2023,"26,300.00","26,500.00","26,750.00","26,200.00",16.72M,-0.38%
11/24/2023,"26,400.00","26,000.00","26,400.00","25,550.00",26.23M,2.13%
11/23/2023,"25,850.00","27,300.00","27,350.00","25,850.00",21.68M,-4.96%
11/22/2023,"27,200.00","27,000.00","27,200.00","26,900.00",17.02M,0.55%
11/21/2023,"27,050.00","27,000.00","27,500.00","26,950.00",26.70M,1.50%
11/20/2023,"26,650.00","26,100.00","26,900.00","26,100.00",18.25M,0.57%
11/17/2023,"26,500.00","27,200.00","27,400.00","26,300.00",38.53M,-2.57%
11/16/2023,"27,200.00","26,850.00","27,200.00","26,800.00",16.26M,0.74%
11/15/2023,"27,000.00","27,550.00","27,800.00","27,000.00",34.62M,0.00%
11/14/2023,"27,000.00","27,400.00","27,500.00","26,700.00",23.26M,-0.74%
11/13/2023,"27,200.00","26,500.00","27,600.00","26,500.00",44.00M,2.64%
11/10/2023,"26,500.00","26,400.00","27,100.00","26,350.00",28.03M,-0.75%
11/9/2023,"26,700.00","26,950.00","27,400.00","26,600.00",31.36M,-0.93%
11/8/2023,"26,950.00","25,800.00","26,950.00","25,600.00",34.85M,4.46%
11/7/2023,"25,800.00","25,800.00","26,200.00","25,450.00",19.86M,0.19%
11/6/2023,"25,750.00","25,350.00","25,900.00","25,200.00",20.38M,2.59%
11/3/2023,"25,100.00","25,400.00","25,500.00","24,750.00",20.50M,-0.59%
11/2/2023,"25,250.00","24,200.00","25,600.00","24,100.00",26.64M,5.43%
11/1/2023,"23,950.00","23,000.00","23,950.00","22,950.00",19.14M,4.13%
10/31/2023,"23,000.00","23,500.00","23,500.00","22,900.00",20.79M,0.00%
10/30/2023,"23,000.00","23,350.00","23,750.00","23,000.00",16.17M,-1.50%
10/27/2023,"23,350.00","23,250.00","23,500.00","22,850.00",15.02M,2.41%
10/26/2023,"22,800.00","23,800.00","23,850.00","22,600.00",31.03M,-5.20%
10/25/2023,"24,050.00","24,050.00","24,600.00","24,050.00",12.06M,0.21%
10/24/2023,"24,000.00","24,050.00","24,400.00","23,650.00",9.71M,0.00%
10/23/2023,"24,000.00","24,350.00","24,350.00","23,700.00",11.95M,-1.44%
10/20/2023,"24,350.00","23,700.00","24,350.00","23,350.00",16.37M,2.74%
10/19/2023,"23,700.00","24,100.00","24,200.00","23,450.00",20.81M,-1.25%
10/18/2023,"24,000.00","24,800.00","24,950.00","23,200.00",30.93M,-3.23%
10/17/2023,"24,800.00","25,200.00","25,450.00","24,800.00",14.71M,-0.80%
10/16/2023,"25,000.00","25,750.00","25,800.00","25,000.00",16.21M,-2.91%
10/13/2023,"25,750.00","25,600.00","25,750.00","25,050.00",19.57M,-0.19%
10/12/2023,"25,800.00","26,300.00","26,300.00","25,600.00",22.05M,-1.53%
10/11/2023,"26,200.00","26,150.00","26,250.00","25,800.00",13.50M,0.77%
10/10/2023,"26,000.00","25,700.00","26,250.00","25,600.00",20.00M,1.96%
10/9/2023,"25,500.00","24,950.00","25,600.00","24,950.00",11.43M,2.20%
10/6/2023,"24,950.00","24,850.00","25,300.00","24,650.00",15.25M,0.20%
10/5/2023,"24,900.00","25,400.00","25,500.00","24,850.00",10.42M,-1.39%
10/4/2023,"25,250.00","24,500.00","25,500.00","24,000.00",21.10M,1.81%
10/3/2023,"24,800.00","26,100.00","26,100.00","24,700.00",40.64M,-5.34%
10/2/2023,"26,200.00","26,300.00","26,450.00","26,000.00",11.41M,-0.38%
9/29/2023,"26,300.00","26,800.00","26,850.00","26,250.00",15.02M,-1.13%
9/28/2023,"26,600.00","26,600.00","26,850.00","26,200.00",16.56M,0.38%
9/27/2023,"26,500.00","26,150.00","26,700.00","26,150.00",20.33M,1.15%
9/26/2023,"26,200.00","25,850.00","26,800.00","25,850.00",30.84M,0.77%
9/25/2023,"26,000.00","27,000.00","27,500.00","25,700.00",36.87M,-4.76%
9/22/2023,"27,300.00","27,750.00","27,950.00","26,750.00",50.58M,-3.87%
9/21/2023,"28,400.00","28,400.00","29,100.00","28,150.00",42.92M,0.00%
9/20/2023,"28,400.00","28,150.00","28,550.00","28,050.00",26.60M,0.89%
9/19/2023,"28,150.00","28,000.00","28,150.00","27,500.00",21.03M,1.99%
9/18/2023,"27,600.00","27,600.00","28,100.00","27,200.00",20.89M,0.00%
9/15/2023,"27,600.00","27,900.00","28,100.00","27,600.00",24.75M,-0.72%
9/14/2023,"27,800.00","28,400.00","28,550.00","27,750.00",34.68M,-2.11%
9/13/2023,"28,400.00","28,800.00","29,400.00","28,250.00",49.19M,-1.22%
9/12/2023,"28,750.00","28,000.00","28,750.00","27,700.00",22.62M,2.68%
9/11/2023,"28,000.00","29,000.00","29,050.00","27,750.00",47.70M,-2.61%
9/8/2023,"28,750.00","28,500.00","29,150.00","28,400.00",33.79M,0.35%
9/7/2023,"28,650.00","29,000.00","29,300.00","28,500.00",33.67M,-1.21%
9/6/2023,"29,000.00","27,750.00","29,000.00","27,400.00",52.57M,4.32%
9/5/2023,"27,800.00","27,800.00","27,950.00","27,250.00",24.50M,0.72%
8/31/2023,"27,600.00","27,400.00","27,900.00","27,300.00",25.93M,1.47%
8/30/2023,"27,200.00","27,000.00","27,250.00","26,750.00",20.14M,0.74%
8/29/2023,"27,000.00","26,900.00","27,150.00","26,700.00",17.97M,0.56%
8/28/2023,"26,850.00","26,000.00","26,850.00","26,000.00",22.82M,3.47%
8/25/2023,"25,950.00","26,200.00","26,400.00","25,950.00",21.85M,-1.33%
8/24/2023,"26,300.00","25,650.00","26,300.00","25,600.00",16.60M,2.53%
8/23/2023,"25,650.00","26,350.00","26,450.00","25,650.00",21.77M,-1.91%
8/22/2023,"26,150.00","26,200.00","26,350.00","25,100.00",35.17M,-0.19%
8/21/2023,"26,200.00","26,450.00","26,550.00","25,900.00",31.44M,-1.13%
8/18/2023,"26,500.00","27,900.00","28,000.00","26,200.00",41.05M,-5.69%
8/17/2023,"28,100.00","28,000.00","28,700.00","28,000.00",46.60M,0.54%
8/16/2023,"27,950.00","27,950.00","28,000.00","27,650.00",14.99M,0.00%
8/15/2023,"27,950.00","28,150.00","28,250.00","27,850.00",17.94M,-0.71%
8/14/2023,"28,150.00","27,800.00","28,350.00","27,650.00",44.95M,1.62%
8/11/2023,"27,700.00","27,400.00","27,750.00","27,150.00",23.38M,1.28%
8/10/2023,"27,350.00","27,900.00","27,900.00","27,300.00",17.06M,-1.62%
8/9/2023,"27,800.00","27,200.00","27,850.00","27,050.00",42.66M,2.21%
8/8/2023,"27,200.00","27,600.00","27,900.00","27,150.00",25.57M,-1.27%
8/7/2023,"27,550.00","27,550.00","27,750.00","27,300.00",23.09M,0.73%
8/4/2023,"27,350.00","26,800.00","27,500.00","26,800.00",22.17M,1.86%
8/3/2023,"26,850.00","27,350.00","27,500.00","26,500.00",58.03M,-2.36%
8/2/2023,"27,500.00","27,400.00","27,850.00","27,250.00",18.52M,0.00%
8/1/2023,"27,500.00","28,100.00","28,100.00","27,500.00",28.01M,-2.48%
7/31/2023,"28,200.00","28,200.00","28,250.00","27,350.00",45.53M,-0.35%
7/28/2023,"28,300.00","28,400.00","28,600.00","28,150.00",22.70M,-0.35%
7/27/2023,"28,400.00","28,400.00","28,700.00","28,100.00",21.32M,0.00%
7/26/2023,"28,400.00","28,250.00","28,450.00","28,150.00",22.87M,0.53%
7/25/2023,"28,250.00","28,250.00","28,350.00","28,000.00",20.23M,0.00%
7/24/2023,"28,250.00","28,450.00","28,600.00","28,000.00",17.16M,-0.53%
7/21/2023,"28,400.00","28,350.00","28,400.00","28,100.00",18.46M,0.71%
7/20/2023,"28,200.00","27,300.00","28,200.00","27,300.00",30.87M,2.92%
7/19/2023,"27,400.00","27,100.00","27,700.00","27,050.00",15.38M,0.74%
7/18/2023,"27,200.00","27,300.00","27,350.00","27,050.00",12.40M,-0.37%
7/17/2023,"27,300.00","27,700.00","27,750.00","27,200.00",12.53M,-0.73%
7/14/2023,"27,500.00","27,150.00","27,500.00","27,050.00",17.08M,1.66%
7/13/2023,"27,050.00","27,500.00","27,500.00","26,900.00",14.01M,0.19%
7/12/2023,"27,000.00","27,300.00","27,450.00","26,650.00",27.76M,-1.10%
7/11/2023,"27,300.00","27,800.00","28,050.00","27,250.00",24.01M,-1.44%
7/10/2023,"27,700.00","27,450.00","27,950.00","27,350.00",24.27M,0.91%
7/7/2023,"27,450.00","26,900.00","27,450.00","26,500.00",22.61M,1.67%
7/6/2023,"27,000.00","26,900.00","27,150.00","26,500.00",27.61M,0.19%
7/5/2023,"26,950.00","26,400.00","27,200.00","26,250.00",31.80M,2.67%
7/4/2023,"26,250.00","26,150.00","26,250.00","25,900.00",19.73M,0.19%
7/3/2023,"26,200.00","26,200.00","26,450.00","25,900.00",17.06M,0.19%
6/30/2023,"26,150.00","25,700.00","26,200.00","25,650.00",23.07M,1.36%
6/29/2023,"25,800.00","26,650.00","26,700.00","25,800.00",36.80M,-3.01%
6/28/2023,"26,600.00","26,000.00","26,700.00","25,900.00",30.31M,3.10%
6/27/2023,"25,800.00","25,350.00","25,800.00","25,100.00",19.94M,2.38%
6/26/2023,"25,200.00","25,400.00","25,500.00","24,700.00",20.40M,-0.79%
6/23/2023,"25,400.00","24,850.00","25,550.00","24,750.00",29.16M,2.21%
6/22/2023,"24,850.00","24,700.00","24,950.00","24,350.00",23.04M,1.02%
6/21/2023,"24,600.00","23,700.00","24,650.00","23,500.00",35.61M,4.02%
6/20/2023,"23,650.00","23,350.00","23,650.00","23,300.00",14.61M,1.28%
6/19/2023,"23,350.00","23,450.00","23,500.00","23,300.00",13.18M,-0.43%
6/16/2023,"23,450.00","23,250.00","23,800.00","23,150.00",33.01M,1.30%
6/15/2023,"23,150.00","23,000.00","23,250.00","23,000.00",17.47M,0.22%
6/14/2023,"23,100.00","23,450.00","23,450.00","23,100.00",23.48M,-1.28%
6/13/2023,"23,400.00","23,000.00","23,450.00","22,900.00",36.94M,1.96%
6/12/2023,"22,950.00","23,100.00","23,150.00","22,500.00",22.22M,0.22%
6/9/2023,"22,900.00","22,800.00","22,900.00","22,500.00",23.87M,0.44%
6/8/2023,"22,800.00","22,700.00","23,150.00","22,700.00",42.52M,0.88%
6/7/2023,"22,600.00","22,000.00","22,800.00","22,000.00",55.51M,3.91%
6/6/2023,"21,750.00","21,700.00","21,850.00","21,550.00",11.80M,0.46%
6/5/2023,"21,650.00","21,800.00","22,050.00","21,600.00",20.04M,0.23%
6/2/2023,"21,600.00","21,500.00","21,800.00","21,450.00",18.87M,0.93%
6/1/2023,"21,400.00","21,150.00","21,400.00","21,050.00",10.84M,0.94%
5/31/2023,"21,200.00","21,400.00","21,450.00","21,150.00",13.09M,-0.70%
5/30/2023,"21,350.00","21,500.00","21,600.00","21,250.00",13.46M,-0.47%
5/29/2023,"21,450.00","21,300.00","21,450.00","21,200.00",11.09M,1.66%
5/26/2023,"21,100.00","21,300.00","21,400.00","20,850.00",16.09M,-0.47%
5/25/2023,"21,200.00","21,300.00","21,450.00","21,200.00",13.26M,-0.47%
5/24/2023,"21,300.00","21,900.00","21,900.00","21,300.00",20.27M,-1.84%
5/23/2023,"21,700.00","21,950.00","22,050.00","21,600.00",13.62M,-0.91%
5/22/2023,"21,900.00","21,800.00","22,100.00","21,750.00",14.87M,0.46%
5/19/2023,"21,800.00","22,000.00","22,100.00","21,650.00",11.51M,-0.68%
5/18/2023,"21,950.00","21,900.00","22,200.00","21,800.00",18.61M,0.69%
5/17/2023,"21,800.00","22,000.00","22,100.00","21,750.00",26.00M,-0.91%
5/16/2023,"22,000.00","22,100.00","22,300.00","21,900.00",17.81M,-0.45%
5/15/2023,"22,100.00","22,450.00","22,600.00","22,100.00",17.69M,-1.12%
5/12/2023,"22,350.00","21,750.00","22,500.00","21,600.00",45.11M,2.76%
5/11/2023,"21,750.00","21,800.00","21,950.00","21,600.00",13.64M,0.23%
5/10/2023,"21,700.00","21,800.00","21,900.00","21,650.00",8.74M,-0.46%
5/9/2023,"21,800.00","21,600.00","22,150.00","21,600.00",22.41M,0.93%
5/8/2023,"21,600.00","21,550.00","21,750.00","21,450.00",10.45M,0.70%
5/5/2023,"21,450.00","21,300.00","21,700.00","21,200.00",10.79M,0.70%
5/4/2023,"21,300.00","21,450.00","21,600.00","21,200.00",16.54M,-1.62%
4/28/2023,"21,650.00","21,700.00","21,800.00","21,400.00",15.75M,-0.23%
4/27/2023,"21,700.00","22,000.00","22,000.00","21,600.00",17.14M,-1.36%
4/26/2023,"22,000.00","21,050.00","22,000.00","20,900.00",26.82M,4.51%
4/25/2023,"21,050.00","20,800.00","21,250.00","20,700.00",18.46M,1.94%
4/24/2023,"20,650.00","20,700.00","20,800.00","20,550.00",10.58M,-0.24%
4/21/2023,"20,700.00","20,800.00","20,850.00","20,700.00",11.14M,-0.48%
4/20/2023,"20,800.00","20,800.00","20,900.00","20,750.00",6.55M,0.00%
4/19/2023,"20,800.00","21,050.00","21,050.00","20,800.00",10.48M,-0.72%
4/18/2023,"20,950.00","20,900.00","21,000.00","20,800.00",11.57M,0.48%
4/17/2023,"20,850.00","20,600.00","20,900.00","20,600.00",9.28M,0.97%
4/14/2023,"20,650.00","20,550.00","20,850.00","20,500.00",13.61M,0.98%
4/13/2023,"20,450.00","20,800.00","20,800.00","20,350.00",14.71M,-1.45%
4/12/2023,"20,750.00","20,900.00","20,900.00","20,650.00",10.64M,-0.24%
4/11/2023,"20,800.00","20,700.00","20,850.00","20,600.00",14.42M,0.48%
4/10/2023,"20,700.00","21,250.00","21,350.00","20,600.00",26.55M,-2.36%
4/7/2023,"21,200.00","21,500.00","21,600.00","21,100.00",18.56M,-1.40%
4/6/2023,"21,500.00","21,550.00","21,900.00","21,400.00",27.84M,0.00%
4/5/2023,"21,500.00","21,100.00","21,500.00","20,950.00",25.52M,1.90%
4/4/2023,"21,100.00","21,150.00","21,200.00","20,950.00",19.86M,0.48%
4/3/2023,"21,000.00","21,050.00","21,100.00","20,850.00",21.37M,0.96%
3/31/2023,"20,800.00","20,800.00","20,900.00","20,350.00",23.77M,0.00%
3/30/2023,"20,800.00","21,000.00","21,150.00","20,750.00",20.96M,0.00%
3/29/2023,"20,800.00","20,700.00","21,100.00","20,700.00",17.94M,0.48%
3/28/2023,"20,700.00","20,900.00","21,000.00","20,700.00",12.33M,-0.48%
3/27/2023,"20,800.00","20,400.00","20,900.00","20,350.00",20.27M,1.96%
3/24/2023,"20,400.00","20,450.00","20,500.00","20,300.00",13.69M,0.00%
3/23/2023,"20,400.00","20,200.00","20,400.00","20,050.00",10.74M,0.49%
3/22/2023,"20,300.00","20,550.00","20,600.00","20,150.00",12.86M,-0.73%
3/21/2023,"20,450.00","20,200.00","20,550.00","19,850.00",19.06M,2.25%
3/20/2023,"20,000.00","20,400.00","20,600.00","20,000.00",22.99M,-1.96%
3/17/2023,"20,400.00","21,050.00","21,050.00","20,400.00",33.96M,-2.16%
3/16/2023,"20,850.00","21,000.00","21,100.00","20,500.00",30.25M,-2.11%
3/15/2023,"21,300.00","20,800.00","21,300.00","20,600.00",26.78M,4.93%
3/14/2023,"20,300.00","21,050.00","21,100.00","20,200.00",30.87M,-3.79%
3/13/2023,"21,100.00","21,050.00","21,400.00","20,900.00",20.93M,-0.94%
3/10/2023,"21,300.00","21,150.00","21,450.00","21,000.00",22.46M,0.47%
3/9/2023,"21,200.00","21,200.00","21,550.00","21,200.00",23.27M,0.00%
3/8/2023,"21,200.00","20,900.00","21,200.00","20,800.00",16.16M,0.47%
3/7/2023,"21,100.00","20,600.00","21,350.00","20,550.00",29.32M,3.43%
3/6/2023,"20,400.00","20,650.00","20,850.00","20,400.00",11.37M,0.25%
3/3/2023,"20,350.00","20,800.00","21,100.00","20,350.00",13.61M,-1.21%
3/2/2023,"20,600.00","21,000.00","21,100.00","20,600.00",8.87M,-1.44%
3/1/2023,"20,900.00","20,000.00","20,900.00","19,800.00",18.62M,4.50%
2/28/2023,"20,000.00","20,450.00","20,500.00","19,900.00",15.22M,-0.50%
2/27/2023,"20,100.00","20,400.00","20,550.00","19,950.00",31.32M,-3.37%
2/24/2023,"20,800.00","21,500.00","21,500.00","20,650.00",14.60M,-3.26%
2/23/2023,"21,500.00","21,150.00","21,500.00","20,400.00",33.59M,1.42%
2/22/2023,"21,200.00","21,400.00","22,100.00","21,200.00",32.63M,-1.85%
2/21/2023,"21,600.00","22,050.00","22,300.00","21,600.00",20.64M,-1.37%
2/20/2023,"21,900.00","21,000.00","21,900.00","21,000.00",24.74M,4.29%
2/17/2023,"21,000.00","21,300.00","21,350.00","21,000.00",12.29M,-1.41%
2/16/2023,"21,300.00","20,950.00","21,400.00","20,600.00",23.91M,2.40%
2/15/2023,"20,800.00","20,600.00","21,050.00","20,250.00",20.08M,0.97%
2/14/2023,"20,600.00","20,300.00","20,900.00","20,250.00",17.29M,1.98%
2/13/2023,"20,200.00","20,400.00","20,400.00","19,750.00",18.74M,-1.46%
2/10/2023,"20,500.00","20,700.00","20,800.00","20,150.00",15.83M,-0.49%
2/9/2023,"20,600.00","21,000.00","21,250.00","20,600.00",16.34M,-1.20%
2/8/2023,"20,850.00","19,750.00","21,100.00","19,750.00",33.81M,5.57%
2/7/2023,"19,750.00","21,150.00","21,200.00","19,700.00",43.38M,-6.62%
2/6/2023,"21,150.00","21,100.00","21,150.00","20,550.00",22.28M,0.24%
2/3/2023,"21,100.00","21,450.00","21,550.00","21,000.00",20.96M,-0.94%
2/2/2023,"21,300.00","21,200.00","21,700.00","21,100.00",25.39M,0.95%
2/1/2023,"21,100.00","22,200.00","22,650.00","21,000.00",51.91M,-4.52%
1/31/2023,"22,100.00","21,900.00","22,100.00","21,700.00",28.11M,1.61%
1/30/2023,"21,750.00","21,700.00","22,200.00","21,350.00",42.34M,1.16%
1/27/2023,"21,500.00","21,000.00","21,550.00","20,850.00",26.52M,1.65%
1/19/2023,"21,150.00","21,600.00","21,850.00","20,850.00",43.94M,-2.53%
1/18/2023,"21,700.00","22,000.00","22,050.00","21,550.00",25.85M,0.23%
1/17/2023,"21,650.00","20,450.00","21,650.00","20,450.00",41.58M,6.91%
1/16/2023,"20,250.00","20,000.00","20,650.00","19,950.00",22.32M,1.50%
